+--------------------------------------------------+----------------------+
| Variable_name                                    | Value                |
| Com_select                                       | 5250200              |
| Com_set_option                                   | 3466903              |
| Com_show_authors                                 | 0                    |
| Com_show_binlog_events                           | 0                    |
| Com_show_binlogs                                 | 0                    |
| Com_show_charsets                                | 0                    |
| Com_show_collations                              | 0                    |
| Com_show_contributors                            | 0                    |
| Com_show_create_db                               | 0                    |
| Com_show_create_event                            | 0                    |
| Com_show_create_func                             | 0                    |
| Com_show_create_package                          | 0                    |
| Com_show_create_package_body                     | 0                    |
| Com_show_create_proc                             | 0                    |
| Com_show_create_table                            | 0                    |
| Com_show_create_trigger                          | 0                    |
| Com_show_create_user                             | 0                    |
| Com_show_databases                               | 0                    |
| Com_show_engine_logs                             | 0                    |
| Com_show_engine_mutex                            | 0                    |
| Com_show_engine_status                           | 0                    |
| Com_show_errors                                  | 0                    |
| Com_show_events                                  | 0                    |
| Com_show_explain                                 | 0                    |
| Com_show_analyze                                 | 0                    |
| Com_show_fields                                  | 0                    |
| Com_show_function_status                         | 0                    |
| Com_show_generic                                 | 0                    |
| Com_show_grants                                  | 0                    |
| Com_show_keys                                    | 0                    |
| Com_show_binlog_status                           | 0                    |
| Com_show_open_tables                             | 0                    |
| Com_show_package_status                          | 0                    |
| Com_show_package_body_status                     | 0                    |
| Com_show_plugins                                 | 0                    |
| Com_show_privileges                              | 0                    |
| Com_show_procedure_status                        | 0                    |
| Com_show_processlist                             | 0                    |
| Com_show_profile                                 | 0                    |
| Com_show_profiles                                | 0                    |
| Com_show_relaylog_events                         | 0                    |
| Com_show_slave_hosts                             | 0                    |
| Com_show_slave_status                            | 4                    |
| Com_show_status                                  | 4                    |
| Com_show_storage_engines                         | 0                    |
| Com_show_table_status                            | 0                    |
| Com_show_tables                                  | 0                    |
| Com_show_triggers                                | 0                    |
| Com_show_variables                               | 4                    |
| Com_show_warnings                                | 0                    |
| Com_shutdown                                     | 0                    |
| Com_signal                                       | 0                    |
| Com_start_all_slaves                             | 0                    |
| Com_start_slave                                  | 0                    |
| Com_stmt_close                                   | 73373                |
| Com_stmt_execute                                 | 6692833              |
| Com_stmt_fetch                                   | 0                    |
| Com_stmt_prepare                                 | 98091                |
| Com_stmt_reprepare                               | 166                  |
| Com_stmt_reset                                   | 0                    |
| Com_stmt_send_long_data                          | 24866                |
| Com_stop_all_slaves                              | 0                    |
| Com_stop_slave                                   | 0                    |
| Com_truncate                                     | 0                    |
| Com_uninstall_plugin                             | 0                    |
| Com_unlock_tables                                | 0                    |
| Com_update                                       | 313770               |
| Com_update_multi                                 | 0                    |
| Com_xa_commit                                    | 0                    |
| Com_xa_end                                       | 0                    |
| Com_xa_prepare                                   | 0                    |
| Com_xa_recover                                   | 0                    |
| Com_xa_rollback                                  | 0                    |
| Com_xa_start                                     | 0                    |
| Compression                                      | OFF                  |
| Connection_errors_accept                         | 0                    |
| Connection_errors_internal                       | 0                    |
| Connection_errors_max_connections                | 0                    |
| Connection_errors_peer_address                   | 0                    |
| Connection_errors_select                         | 0                    |
| Connection_errors_tcpwrap                        | 0                    |
| Connections                                      | 829                  |
| Cpu_time                                         | 0.000000             |
| Created_tmp_disk_tables                          | 3752                 |
| Created_tmp_files                                | 28                   |
| Created_tmp_tables                               | 1003941              |
| Delayed_errors                                   | 0                    |
| Delayed_insert_threads                           | 0                    |
| Delayed_writes                                   | 0                    |
| Delete_scan                                      | 9850240              |
| Empty_queries                                    | 1736684              |
| Executed_events                                  | 0                    |
| Executed_triggers                                | 0                    |
| Feature_application_time_periods                 | 0                    |
| Feature_check_constraint                         | 2                    |
| Feature_custom_aggregate_functions               | 0                    |
| Feature_delay_key_write                          | 0                    |
| Feature_dynamic_columns                          | 0                    |
| Feature_fulltext                                 | 0                    |
| Feature_gis                                      | 0                    |
| Feature_insert_returning                         | 0                    |
| Feature_invisible_columns                        | 0                    |
| Feature_json                                     | 1                    |
| Feature_locale                                   | 0                    |
| Feature_subquery                                 | 26339                |
| Feature_system_versioning                        | 0                    |
| Feature_timezone                                 | 0                    |
| Feature_trigger                                  | 0                    |
| Feature_window_functions                         | 0                    |
| Feature_xml                                      | 0                    |
| Handler_commit                                   | 18089579             |
| Handler_delete                                   | 935243               |
| Handler_discover                                 | 0                    |
| Handler_external_lock                            | 0                    |
| Handler_icp_attempts                             | 639083               |
| Handler_icp_match                                | 635820               |
| Handler_mrr_init                                 | 0                    |
| Handler_mrr_key_refills                          | 0                    |
| Handler_mrr_rowid_refills                        | 0                    |
| Handler_prepare                                  | 0                    |
| Handler_read_first                               | 9053                 |
| Handler_read_key                                 | 5507237              |
| Handler_read_last                                | 653                  |
| Handler_read_next                                | 1389188              |
| Handler_read_prev                                | 2773                 |
| Handler_read_retry                               | 0                    |
| Handler_read_rnd                                 | 36564                |
| Handler_read_rnd_deleted                         | 1470                 |
| Handler_read_rnd_next                            | 19177250             |
| Handler_rollback                                 | 8616                 |
| Handler_savepoint                                | 0                    |
| Handler_savepoint_rollback                       | 0                    |
| Handler_tmp_delete                               | 0                    |
| Handler_tmp_update                               | 21                   |
| Handler_tmp_write                                | 1218268              |
| Handler_update                                   | 327278               |
| Handler_write                                    | 954006               |
| Innodb_adaptive_hash_hash_searches               | 0                    |
| Innodb_adaptive_hash_non_hash_searches           | 0                    |
| Innodb_background_log_sync                       | 423297               |
| Innodb_buffer_pool_dump_status                   |                      |
| Innodb_buffer_pool_load_status                   |                      |
| Innodb_buffer_pool_resize_status                 |                      |
| Innodb_buffer_pool_load_incomplete               | OFF                  |
| Innodb_buffer_pool_pages_data                    | 1263                 |
| Innodb_buffer_pool_bytes_data                    | 20692992             |
| Innodb_buffer_pool_pages_dirty                   | 647                  |
| Innodb_buffer_pool_bytes_dirty                   | 10600448             |
| Innodb_buffer_pool_pages_flushed                 | 2053                 |
| Innodb_buffer_pool_pages_free                    | 14929                |
| Innodb_buffer_pool_pages_made_not_young          | 115                  |
| Innodb_buffer_pool_pages_made_young              | 5322                 |
| Innodb_buffer_pool_pages_misc                    | 0                    |
| Innodb_buffer_pool_pages_old                     | 446                  |
| Innodb_buffer_pool_pages_total                   | 16192                |
| Innodb_buffer_pool_pages_lru_flushed             | 0                    |
| Innodb_buffer_pool_pages_lru_freed               | 0                    |
| Innodb_buffer_pool_pages_split                   | 2173                 |
| Innodb_buffer_pool_read_ahead_rnd                | 0                    |
| Innodb_buffer_pool_read_ahead                    | 0                    |
| Innodb_buffer_pool_read_ahead_evicted            | 0                    |
| Innodb_buffer_pool_read_requests                 | 0                    |
| Innodb_buffer_pool_reads                         | 888                  |
| Innodb_buffer_pool_wait_free                     | 0                    |
| Innodb_buffer_pool_write_requests                | 23082092             |
| Innodb_checkpoint_age                            | 12867383             |
| Innodb_checkpoint_max_age                        | 434147697            |
| Innodb_data_fsyncs                               | 6684                 |
| Innodb_data_pending_fsyncs                       | 0                    |
| Innodb_data_pending_reads                        | 0                    |
| Innodb_data_pending_writes                       | 0                    |
| Innodb_data_read                                 | 14548992             |
| Innodb_data_reads                                | 1050                 |
| Innodb_data_writes                               | 817106               |
| Innodb_data_written                              | 33636352             |
| Innodb_dblwr_pages_written                       | 0                    |
| Innodb_dblwr_writes                              | 0                    |
| Innodb_deadlocks                                 | 0                    |
| Innodb_history_list_length                       | 0                    |
| Innodb_ibuf_discarded_delete_marks               | 0                    |
| Innodb_ibuf_discarded_deletes                    | 0                    |
| Innodb_ibuf_discarded_inserts                    | 0                    |
| Innodb_ibuf_free_list                            | 0                    |
| Innodb_ibuf_merged_delete_marks                  | 0                    |
| Innodb_ibuf_merged_deletes                       | 0                    |
| Innodb_ibuf_merged_inserts                       | 0                    |
| Innodb_ibuf_merges                               | 0                    |
| Innodb_ibuf_segment_size                         | 2                    |
| Innodb_ibuf_size                                 | 1                    |
| Innodb_log_waits                                 | 0                    |
| Innodb_log_write_requests                        | 18965180             |
| Innodb_log_writes                                | 815043               |
| Innodb_lsn_current                               | 28237532984          |
| Innodb_lsn_flushed                               | 28237532984          |
| Innodb_lsn_last_checkpoint                       | 28224665601          |
| Innodb_master_thread_active_loops                | 0                    |
| Innodb_master_thread_idle_loops                  | 423303               |
| Innodb_max_trx_id                                | 34786627             |
| Innodb_mem_adaptive_hash                         | 0                    |
| Innodb_mem_dictionary                            | 2028504              |
| Innodb_os_log_written                            | 1152638089           |
| Innodb_page_size                                 | 16384                |
| Innodb_pages_created                             | 2233                 |
| Innodb_pages_read                                | 888                  |
| Innodb_pages_written                             | 2053                 |
| Innodb_row_lock_current_waits                    | 0                    |
| Innodb_row_lock_time                             | 35                   |
| Innodb_row_lock_time_avg                         | 0                    |
| Innodb_row_lock_time_max                         | 8                    |
| Innodb_row_lock_waits                            | 163                  |
| Innodb_num_open_files                            | 154                  |
| Innodb_truncated_status_writes                   | 0                    |
| Innodb_available_undo_logs                       | 128                  |
| Innodb_undo_truncations                          | 0                    |
| Innodb_page_compression_saved                    | 0                    |
| Innodb_num_pages_page_compressed                 | 0                    |
| Innodb_num_page_compressed_trim_op               | 0                    |
| Innodb_num_pages_page_decompressed               | 0                    |
| Innodb_num_pages_page_compression_error          | 0                    |
| Innodb_num_pages_encrypted                       | 0                    |
| Innodb_num_pages_decrypted                       | 0                    |
| Innodb_have_lz4                                  | ON                   |
| Innodb_have_lzo                                  | ON                   |
| Innodb_have_lzma                                 | ON                   |
| Innodb_have_bzip2                                | ON                   |
| Innodb_have_snappy                               | ON                   |
| Innodb_have_punch_hole                           | ON                   |
| Innodb_defragment_compression_failures           | 0                    |
| Innodb_defragment_failures                       | 0                    |
| Innodb_defragment_count                          | 0                    |
| Innodb_instant_alter_column                      | 0                    |
| Innodb_onlineddl_rowlog_rows                     | 0                    |
| Innodb_onlineddl_rowlog_pct_used                 | 0                    |
| Innodb_onlineddl_pct_progress                    | 0                    |
| Innodb_encryption_rotation_pages_read_from_cache | 0                    |
| Innodb_encryption_rotation_pages_read_from_disk  | 0                    |
| Innodb_encryption_rotation_pages_modified        | 0                    |
| Innodb_encryption_rotation_pages_flushed         | 0                    |
| Innodb_encryption_rotation_estimated_iops        | 0                    |
| Innodb_encryption_n_merge_blocks_encrypted       | 0                    |
| Innodb_encryption_n_merge_blocks_decrypted       | 0                    |
| Innodb_encryption_n_rowlog_blocks_encrypted      | 0                    |
| Innodb_encryption_n_rowlog_blocks_decrypted      | 0                    |
| Innodb_encryption_n_temp_blocks_encrypted        | 0                    |
| Innodb_encryption_n_temp_blocks_decrypted        | 0                    |
| Innodb_encryption_num_key_requests               | 0                    |
| Key_blocks_not_flushed                           | 0                    |
| Key_blocks_unused                                | 13389                |
| Key_blocks_used                                  | 0                    |
| Key_blocks_warm                                  | 0                    |
| Key_read_requests                                | 0                    |
| Key_reads                                        | 0                    |
| Key_write_requests                               | 0                    |
| Key_writes                                       | 0                    |
| Last_query_cost                                  | 0.000000             |
| Master_gtid_wait_count                           | 0                    |
| Master_gtid_wait_time                            | 0                    |
| Master_gtid_wait_timeouts                        | 0                    |
| Max_statement_time_exceeded                      | 0                    |
| Max_used_connections                             | 36                   |
| Memory_used                                      | 571448760            |
| Memory_used_initial                              | 559144912            |
| Not_flushed_delayed_rows                         | 0                    |
| Open_files                                       | 31                   |
| Open_streams                                     | 4                    |
| Open_table_definitions                           | 170                  |
| Open_tables                                      | 331                  |
| Opened_files                                     | 15278                |
| Opened_plugin_libraries                          | 6                    |
| Opened_table_definitions                         | 398                  |
| Opened_tables                                    | 452                  |
| Opened_views                                     | 0                    |
| Optimizer_join_prefixes_check_calls              | 7077800              |
| Performance_schema_accounts_lost                 | 0                    |
| Performance_schema_cond_classes_lost             | 0                    |
| Performance_schema_cond_instances_lost           | 0                    |
| Performance_schema_digest_lost                   | 0                    |
| Performance_schema_file_classes_lost             | 0                    |
| Performance_schema_file_handles_lost             | 0                    |
| Performance_schema_file_instances_lost           | 0                    |
| Performance_schema_hosts_lost                    | 0                    |
| Performance_schema_index_stat_lost               | 0                    |
| Performance_schema_locker_lost                   | 0                    |
| Performance_schema_memory_classes_lost           | 0                    |
| Performance_schema_metadata_lock_lost            | 0                    |
| Performance_schema_mutex_classes_lost            | 0                    |
| Performance_schema_mutex_instances_lost          | 0                    |
| Performance_schema_nested_statement_lost         | 0                    |
| Performance_schema_prepared_statements_lost      | 0                    |
| Performance_schema_program_lost                  | 0                    |
| Performance_schema_rwlock_classes_lost           | 0                    |
| Performance_schema_rwlock_instances_lost         | 0                    |
| Performance_schema_session_connect_attrs_lost    | 0                    |
| Performance_schema_socket_classes_lost           | 0                    |
| Performance_schema_socket_instances_lost         | 0                    |
| Performance_schema_stage_classes_lost            | 0                    |
| Performance_schema_statement_classes_lost        | 0                    |
| Performance_schema_table_handles_lost            | 0                    |
| Performance_schema_table_instances_lost          | 0                    |
| Performance_schema_table_lock_stat_lost          | 0                    |
| Performance_schema_thread_classes_lost           | 0                    |
| Performance_schema_thread_instances_lost         | 0                    |
| Performance_schema_users_lost                    | 0                    |
| Prepared_stmt_count                              | 0                    |
| Qcache_free_blocks                               | 0                    |
| Qcache_free_memory                               | 0                    |
| Qcache_hits                                      | 0                    |
| Qcache_inserts                                   | 0                    |
| Qcache_lowmem_prunes                             | 0                    |
| Qcache_not_cached                                | 0                    |
| Qcache_queries_in_cache                          | 0                    |
| Qcache_total_blocks                              | 0                    |
| Queries                                          | 21904120             |
| Questions                                        | 21732822             |
| Resultset_metadata_skipped                       | 5209726              |
| Rows_read                                        | 8366084              |
| Rows_sent                                        | 4694847              |
| Rows_tmp_read                                    | 1221326              |
| Rpl_semi_sync_master_clients                     | 0                    |
| Rpl_semi_sync_master_get_ack                     | 0                    |
| Rpl_semi_sync_master_net_avg_wait_time           | 0                    |
| Rpl_semi_sync_master_net_wait_time               | 0                    |
| Rpl_semi_sync_master_net_waits                   | 0                    |
| Rpl_semi_sync_master_no_times                    | 0                    |
| Rpl_semi_sync_master_no_tx                       | 0                    |
| Rpl_semi_sync_master_request_ack                 | 0                    |
| Rpl_semi_sync_master_status                      | OFF                  |
| Rpl_semi_sync_master_timefunc_failures           | 0                    |
| Rpl_semi_sync_master_tx_avg_wait_time            | 0                    |
| Rpl_semi_sync_master_tx_wait_time                | 0                    |
| Rpl_semi_sync_master_tx_waits                    | 0                    |
| Rpl_semi_sync_master_wait_pos_backtraverse       | 0                    |
| Rpl_semi_sync_master_wait_sessions               | 0                    |
| Rpl_semi_sync_master_yes_tx                      | 0                    |
| Rpl_semi_sync_slave_send_ack                     | 0                    |
| Rpl_semi_sync_slave_status                       | OFF                  |
| Rpl_status                                       | AUTH_MASTER          |
| Rpl_transactions_multi_engine                    | 0                    |
| Select_full_join                                 | 782127               |
| Select_full_range_join                           | 16033                |
| Select_range                                     | 45588                |
| Select_range_check                               | 1198                 |
| Select_scan                                      | 2004966              |
| Slave_connections                                | 0                    |
| Slave_heartbeat_period                           | 0.000                |
| Slave_open_temp_tables                           | 0                    |
| Slave_received_heartbeats                        | 0                    |
| Slave_retried_transactions                       | 0                    |
| Slave_running                                    | OFF                  |
| Slave_skipped_errors                             | 0                    |
| Slaves_connected                                 | 0                    |
| Slaves_running                                   | 0                    |
| Slow_launch_threads                              | 0                    |
| Slow_queries                                     | 0                    |
| Sort_merge_passes                                | 12                   |
| Sort_priority_queue_sorts                        | 14320                |
| Sort_range                                       | 5518                 |
| Sort_rows                                        | 173290               |
| Sort_scan                                        | 15798                |
| Ssl_accept_renegotiates                          | 0                    |
| Ssl_accepts                                      | 0                    |
| Ssl_callback_cache_hits                          | 0                    |
| Ssl_cipher                                       |                      |
| Ssl_cipher_list                                  |                      |
| Ssl_client_connects                              | 0                    |
| Ssl_connect_renegotiates                         | 0                    |
| Ssl_ctx_verify_depth                             | 0                    |
| Ssl_ctx_verify_mode                              | 0                    |
| Ssl_default_timeout                              | 0                    |
| Ssl_finished_accepts                             | 0                    |
| Ssl_finished_connects                            | 0                    |
| Ssl_server_not_after                             |                      |
| Ssl_server_not_before                            |                      |
| Ssl_session_cache_hits                           | 0                    |
| Ssl_session_cache_misses                         | 0                    |
| Ssl_session_cache_mode                           | NONE                 |
| Ssl_session_cache_overflows                      | 0                    |
| Ssl_session_cache_size                           | 0                    |
| Ssl_session_cache_timeouts                       | 0                    |
| Ssl_sessions_reused                              | 0                    |
| Ssl_used_session_cache_entries                   | 0                    |
| Ssl_verify_depth                                 | 0                    |
| Ssl_verify_mode                                  | 0                    |
| Ssl_version                                      |                      |
| Subquery_cache_hit                               | 0                    |
| Subquery_cache_miss                              | 8053                 |
| Syncs                                            | 16                   |
| Table_locks_immediate                            | 467                  |
| Table_locks_waited                               | 0                    |
| Table_open_cache_active_instances                | 1                    |
| Table_open_cache_hits                            | 21192587             |
| Table_open_cache_misses                          | 338                  |
| Table_open_cache_overflows                       | 0                    |
| Tc_log_max_pages_used                            | 0                    |
| Tc_log_page_size                                 | 0                    |
| Tc_log_page_waits                                | 0                    |
| Threadpool_idle_threads                          | 0                    |
| Threadpool_threads                               | 0                    |
| Threads_cached                                   | 0                    |
| Threads_connected                                | 1                    |
| Threads_created                                  | 290                  |
| Threads_running                                  | 1                    |
| Transactions_gtid_foreign_engine                 | 0                    |
| Transactions_multi_engine                        | 0                    |
| Update_scan                                      | 201                  |
| Uptime                                           | 423440               |
| Uptime_since_flush_status                        | 423440               |
| wsrep                                            | 0                    |
| wsrep_applier_thread_count                       | 0                    |
| wsrep_cluster_capabilities                       |                      |
| wsrep_cluster_conf_id                            | 18446744073709551615 |
| wsrep_cluster_size                               | 0                    |
| wsrep_cluster_state_uuid                         |                      |
| wsrep_cluster_status                             | Disconnected         |
| wsrep_connected                                  | OFF                  |
| wsrep_local_bf_aborts                            | 0                    |
| wsrep_local_index                                | 18446744073709551615 |
| wsrep_provider_capabilities                      |                      |
| wsrep_provider_name                              |                      |
| wsrep_provider_vendor                            |                      |
| wsrep_provider_version                           |                      |
| wsrep_ready                                      | OFF                  |
| wsrep_rollbacker_thread_count                    | 0                    |
| wsrep_thread_count                               | 0                    |
+--------------------------------------------------+----------------------+
