+--------------------------------------------------------+------------------------------------------------------------------------------------------------------------------------------------------------+
| Variable_name                                          | Value                                                                                                                                          |
| Select_scan                                            | 30647603                                                                                                                                       |
| Slave_connections                                      | 0                                                                                                                                              |
| Slave_heartbeat_period                                 | 0.000                                                                                                                                          |
| Slave_open_temp_tables                                 | 0                                                                                                                                              |
| Slave_received_heartbeats                              | 0                                                                                                                                              |
| Slave_retried_transactions                             | 0                                                                                                                                              |
| Slave_running                                          | OFF                                                                                                                                            |
| Slave_skipped_errors                                   | 0                                                                                                                                              |
| Slaves_connected                                       | 0                                                                                                                                              |
| Slaves_running                                         | 0                                                                                                                                              |
| Slow_launch_threads                                    | 0                                                                                                                                              |
| Slow_queries                                           | 6418552                                                                                                                                        |
| Sort_merge_passes                                      | 0                                                                                                                                              |
| Sort_priority_queue_sorts                              | 3740219                                                                                                                                        |
| Sort_range                                             | 63425                                                                                                                                          |
| Sort_rows                                              | 214033920                                                                                                                                      |
| Sort_scan                                              | 4804031                                                                                                                                        |
| Ssl_accept_renegotiates                                | 0                                                                                                                                              |
| Ssl_accepts                                            | 0                                                                                                                                              |
| Ssl_callback_cache_hits                                | 0                                                                                                                                              |
| Ssl_cipher                                             |                                                                                                                                                |
| Ssl_cipher_list                                        |                                                                                                                                                |
| Ssl_client_connects                                    | 0                                                                                                                                              |
| Ssl_connect_renegotiates                               | 0                                                                                                                                              |
| Ssl_ctx_verify_depth                                   | 0                                                                                                                                              |
| Ssl_ctx_verify_mode                                    | 0                                                                                                                                              |
| Ssl_default_timeout                                    | 0                                                                                                                                              |
| Ssl_finished_accepts                                   | 0                                                                                                                                              |
| Ssl_finished_connects                                  | 0                                                                                                                                              |
| Ssl_server_not_after                                   |                                                                                                                                                |
| Ssl_server_not_before                                  |                                                                                                                                                |
| Ssl_session_cache_hits                                 | 0                                                                                                                                              |
| Ssl_session_cache_misses                               | 0                                                                                                                                              |
| Ssl_session_cache_mode                                 | NONE                                                                                                                                           |
| Ssl_session_cache_overflows                            | 0                                                                                                                                              |
| Ssl_session_cache_size                                 | 0                                                                                                                                              |
| Ssl_session_cache_timeouts                             | 0                                                                                                                                              |
| Ssl_sessions_reused                                    | 0                                                                                                                                              |
| Ssl_used_session_cache_entries                         | 0                                                                                                                                              |
| Ssl_verify_depth                                       | 0                                                                                                                                              |
| Ssl_verify_mode                                        | 0                                                                                                                                              |
| Ssl_version                                            |                                                                                                                                                |
| Subquery_cache_hit                                     | 0                                                                                                                                              |
| Subquery_cache_miss                                    | 0                                                                                                                                              |
| Syncs                                                  | 46                                                                                                                                             |
| Table_locks_immediate                                  | 46129912                                                                                                                                       |
| Table_locks_waited                                     | 0                                                                                                                                              |
| Table_open_cache_active_instances                      | 1                                                                                                                                              |
| Table_open_cache_hits                                  | 170931137                                                                                                                                      |
| Table_open_cache_misses                                | 458                                                                                                                                            |
| Table_open_cache_overflows                             | 0                                                                                                                                              |
| Tc_log_max_pages_used                                  | 0                                                                                                                                              |
| Tc_log_page_size                                       | 4096                                                                                                                                           |
| Tc_log_page_waits                                      | 0                                                                                                                                              |
| Threadpool_idle_threads                                | 0                                                                                                                                              |
| Threadpool_threads                                     | 0                                                                                                                                              |
| Threads_cached                                         | 42                                                                                                                                             |
| Threads_connected                                      | 58                                                                                                                                             |
| Threads_created                                        | 102                                                                                                                                            |
| Threads_running                                        | 1                                                                                                                                              |
| Transactions_gtid_foreign_engine                       | 0                                                                                                                                              |
| Transactions_multi_engine                              | 0                                                                                                                                              |
| Update_scan                                            | 60                                                                                                                                             |
| Uptime                                                 | 5943156                                                                                                                                        |
| Uptime_since_flush_status                              | 5943156                                                                                                                                        |
| wsrep_local_state_uuid                                 | f4a227a9-270d-11ef-9545-f29bd46b4205                                                                                                           |
| wsrep_protocol_version                                 | 11                                                                                                                                             |
| wsrep_last_committed                                   | 32702748                                                                                                                                       |
| wsrep_replicated                                       | 6020                                                                                                                                           |
| wsrep_replicated_bytes                                 | 3621040                                                                                                                                        |
| wsrep_repl_keys                                        | 19742                                                                                                                                          |
| wsrep_repl_keys_bytes                                  | 302416                                                                                                                                         |
| wsrep_repl_data_bytes                                  | 2912368                                                                                                                                        |
| wsrep_repl_other_bytes                                 | 0                                                                                                                                              |
| wsrep_received                                         | 2358317                                                                                                                                        |
| wsrep_received_bytes                                   | 3715511965                                                                                                                                     |
| wsrep_local_commits                                    | 996                                                                                                                                            |
| wsrep_local_cert_failures                              | 0                                                                                                                                              |
| wsrep_local_replays                                    | 0                                                                                                                                              |
| wsrep_local_send_queue                                 | 0                                                                                                                                              |
| wsrep_local_send_queue_max                             | 1                                                                                                                                              |
| wsrep_local_send_queue_min                             | 0                                                                                                                                              |
| wsrep_local_send_queue_avg                             | 0                                                                                                                                              |
| wsrep_local_recv_queue                                 | 0                                                                                                                                              |
| wsrep_local_recv_queue_max                             | 4                                                                                                                                              |
| wsrep_local_recv_queue_min                             | 0                                                                                                                                              |
| wsrep_local_recv_queue_avg                             | 0.00133315                                                                                                                                     |
| wsrep_local_cached_downto                              | 32365860                                                                                                                                       |
| wsrep_flow_control_paused_ns                           | 0                                                                                                                                              |
| wsrep_flow_control_paused                              | 0                                                                                                                                              |
| wsrep_flow_control_sent                                | 0                                                                                                                                              |
| wsrep_flow_control_recv                                | 0                                                                                                                                              |
| wsrep_flow_control_active                              | false                                                                                                                                          |
| wsrep_flow_control_requested                           | false                                                                                                                                          |
| wsrep_cert_deps_distance                               | 15.6242                                                                                                                                        |
| wsrep_apply_oooe                                       | 8.58735e-07                                                                                                                                    |
| wsrep_apply_oool                                       | 0                                                                                                                                              |
| wsrep_apply_window                                     | 1                                                                                                                                              |
| wsrep_apply_waits                                      | 0                                                                                                                                              |
| wsrep_commit_oooe                                      | 0                                                                                                                                              |
| wsrep_commit_oool                                      | 0                                                                                                                                              |
| wsrep_commit_window                                    | 1                                                                                                                                              |
| wsrep_local_state                                      | 4                                                                                                                                              |
| wsrep_local_state_comment                              | Synced                                                                                                                                         |
| wsrep_cert_index_size                                  | 70                                                                                                                                             |
| wsrep_causal_reads                                     | 114142156                                                                                                                                      |
| wsrep_cert_interval                                    | 391.314                                                                                                                                        |
| wsrep_open_transactions                                | 0                                                                                                                                              |
| wsrep_open_connections                                 | 0                                                                                                                                              |
| wsrep_incoming_addresses                               | 127.0.0.1:3306,127.0.0.1:3306,127.0.0.1:3306,127.0.0.1:3306                                                                        |
| wsrep_cluster_weight                                   | 4                                                                                                                                              |
| wsrep_desync_count                                     | 0                                                                                                                                              |
| wsrep_evs_delayed                                      |                                                                                                                                                |
| wsrep_evs_evict_list                                   |                                                                                                                                                |
| wsrep_evs_repl_latency                                 | 0/0/0/0/0                                                                                                                                      |
| wsrep_evs_state                                        | OPERATIONAL                                                                                                                                    |
| wsrep_gcomm_uuid                                       | 689982d8-a684-11ef-9080-03fe3645a2fe                                                                                                           |
| wsrep_gmcast_segment                                   | 0                                                                                                                                              |
| wsrep_applier_thread_count                             | 1                                                                                                                                              |
| wsrep_cluster_capabilities                             |                                                                                                                                                |
| wsrep_cluster_conf_id                                  | 622                                                                                                                                            |
| wsrep_cluster_size                                     | 4                                                                                                                                              |
| wsrep_cluster_state_uuid                               | f4a227a9-270d-11ef-9545-f29bd46b4205                                                                                                           |
| wsrep_cluster_status                                   | Primary                                                                                                                                        |
| wsrep_connected                                        | ON                                                                                                                                             |
| wsrep_local_bf_aborts                                  | 0                                                                                                                                              |
| wsrep_local_index                                      | 2                                                                                                                                              |
| wsrep_provider_capabilities                            | :MULTI_MASTER:CERTIFICATION:PARALLEL_APPLYING:TRX_REPLAY:ISOLATION:PAUSE:CAUSAL_READS:INCREMENTAL_WRITESET:UNORDERED:PREORDERED:STREAMING:NBO: |
| wsrep_provider_name                                    | Galera                                                                                                                                         |
| wsrep_provider_vendor                                  | Codership Oy <info@codership.com>                                                                                                              |
| wsrep_provider_version                                 | 26.4.19-1(r5b77860)                                                                                                                            |
| wsrep_ready                                            | ON                                                                                                                                             |
| wsrep_rollbacker_thread_count                          | 1                                                                                                                                              |
| wsrep_thread_count                                     | 2                                                                                                                                              |
+--------------------------------------------------------+------------------------------------------------------------------------------------------------------------------------------------------------+
